SEGMENTO_PAIS|TIPO_DOCUMENTO|NUMERO_IDENTIFICACION_FISCAL|RAZON_SOCIAL|SUNAT_ESTADO_RUC|SUNAT_ESTADO_CONTRIBUYENTE|SUNAT_DEPARTAMENTO|SUNAT_PROVINCIA|SUNAT_DISTRITO|NUMERO_CELULAR
SEGMENTO_004|RUC|2072719850|CLIENT_00681|HABIDO|ACTIVO|UCAYALI|Coronel Portillo|Calleria|929874897
SEGMENTO_004|RUC|2078922170|CLIENT_00227|HABIDO|ACTIVO|AMAZONAS|Utcubamba|Bagua Grande|931048378
SEGMENTO_004|RUC|2067382285|CLIENT_00906|HABIDO|ACTIVO|LIMA|Lima|Los Olivos|937892233
SEGMENTO_003|RUC|2052112366|CLIENT_00307|HABIDO|ACTIVO|SAN MARTIN|Moyobamba|Moyobamba|928541637
SEGMENTO_004|RUC|2052019028|CLIENT_00034|HABIDO|ACTIVO|LIMA|Lima|Miraflores|941743355
SEGMENTO_004|RUC|2092693113|CLIENT_00172|HABIDO|ACTIVO|LIMA|Lima|San Luis|920683685
SEGMENTO_004|RUC|2044789187|CLIENT_00896|HABIDO|ACTIVO|ICA|Chincha|Chincha Alta|931296809
SEGMENTO_004|RUC|2021869954|CLIENT_00918|HABIDO|ACTIVO|PUNO|San Román|Juliaca|929025529
SEGMENTO_004|RUC|2091534039|CLIENT_00872|HABIDO|ACTIVO|CUSCO|Cusco|Cusco|916860631
SEGMENTO_004|RUC|2081081601|CLIENT_00009|HABIDO|ACTIVO|APURIMAC|Andahuaylas|San Jerónimo|944379638
SEGMENTO_004|RUC|2058008787|CLIENT_00188|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|941472355
SEGMENTO_004|RUC|2020514932|CLIENT_00614|HABIDO|ACTIVO|LIMA|Lima|Chorrillos|941299860
SEGMENTO_004|RUC|2014846070|CLIENT_00340|HABIDO|ACTIVO|LIMA|Lima|Puente Piedra|947678502
SEGMENTO_004|RUC|2086451533|CLIENT_00402|HABIDO|ACTIVO|CAJAMARCA|Cajamarca|San Juan|925971894
SEGMENTO_004|RUC|2037677145|CLIENT_00229|HABIDO|BAJA DE OFICIO|ICA|Ica|Parcona|931208145
SEGMENTO_004|RUC|2070214710|CLIENT_00242|HABIDO|ACTIVO|LIMA|Lima|Villa María del Triunfo|930292159
SEGMENTO_004|RUC|2076613247|CLIENT_00440|HABIDO|ACTIVO|ANCASH|Santa|Chimbote|945545350
SEGMENTO_004|RUC|2044848650|CLIENT_00187|HABIDO|ACTIVO|LIMA|Lima|San Isidro|929379474
SEGMENTO_004|RUC|2009085356|CLIENT_00640|HABIDO|ACTIVO|LIMA|Lima|La Victoria|917734609
SEGMENTO_002|RUC|2090837613|CLIENT_00803|HABIDO|ACTIVO|LIMA|Lima|Ate|946365666
SEGMENTO_004|RUC|2066104589|CLIENT_00649|HABIDO|ACTIVO|LIMA|Lima|Lima|925115994
SEGMENTO_004|RUC|2076630547|CLIENT_00041|HABIDO|ACTIVO|ICA|Ica|San Juan Bautista|917419111
SEGMENTO_004|RUC|2011033410|CLIENT_00556|HABIDO|ACTIVO|LIMA|Lima|Los Olivos|902859781
SEGMENTO_002|RUC|2088537697|CLIENT_00972|HABIDO|ACTIVO|ANCASH|Huaraz|Huaraz|945088930
SEGMENTO_004|RUC|2057932564|CLIENT_00902|HABIDO|ACTIVO|AREQUIPA|Arequipa|José Luis Bustamante Y Rivero|947670494
SEGMENTO_004|RUC|2084915354|CLIENT_00997|HABIDO|ACTIVO|AREQUIPA|Arequipa|Paucarpata|929057085
SEGMENTO_004|RUC|2045269682|CLIENT_00521|HABIDO|ACTIVO|LIMA|Lima|Los Olivos|945736186
SEGMENTO_004|RUC|2017146912|CLIENT_00882|HABIDO|ACTIVO|LIMA|Lima|Villa María del Triunfo|944784407
SEGMENTO_004|RUC|2093830022|CLIENT_00544|HABIDO|ACTIVO|LIMA|Lima|Lima|945153176
SEGMENTO_004|RUC|2090408902|CLIENT_00331|HABIDO|ACTIVO|CAJAMARCA|Cajamarca|Cajamarca|917685681
SEGMENTO_004|RUC|2095609618|CLIENT_00060|HABIDO|ACTIVO|LIMA|Barranca|Paramonga|931771229
SEGMENTO_004|RUC|2046859398|CLIENT_00764|HABIDO|ACTIVO|ICA|Nasca|Nasca|947885026
SEGMENTO_004|RUC|2084279674|CLIENT_00091|HABIDO|ACTIVO|LIMA|Lima|La Victoria|917609855
SEGMENTO_004|RUC|2088835937|CLIENT_00645|HABIDO|ACTIVO|LIMA|Lima|Santa Anita|917876703
SEGMENTO_004|RUC|2050636428|CLIENT_00398|HABIDO|SUSPENSION TEMPORAL|LA LIBERTAD|Trujillo|Trujillo|940837195
SEGMENTO_004|RUC|2051367485|CLIENT_00262|HABIDO|SUSPENSION TEMPORAL|LIMA|Lima|Lima|946048402
SEGMENTO_004|RUC|2096770204|CLIENT_00203|HABIDO|ACTIVO|LIMA|Lima|Chorrillos|929992595
SEGMENTO_004|RUC|2082647868|CLIENT_00292|HABIDO|ACTIVO|LIMA|Lima|San Borja|914905018
SEGMENTO_004|RUC|2062185872|CLIENT_00774|HABIDO|SUSPENSION TEMPORAL|LIMA|Lima|Los Olivos|961029005
SEGMENTO_004|RUC|2052778896|CLIENT_00395|HABIDO|BAJA DE OFICIO|LA LIBERTAD|Trujillo|Trujillo|961191687
SEGMENTO_002|RUC|2045282054|CLIENT_00996|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|936208213
SEGMENTO_004|RUC|2086021462|CLIENT_00730|HABIDO|BAJA DE OFICIO|CUSCO|Cusco|Cusco|946283059
SEGMENTO_004|RUC|2011722087|CLIENT_00088|HABIDO|ACTIVO|LIMA|Lima|San Miguel|941987550
SEGMENTO_004|RUC|2037024710|CLIENT_00800|HABIDO|ACTIVO|LIMA|Huaura|Caleta de Carquin|901664913
SEGMENTO_004|RUC|2077435033|CLIENT_00650|HABIDO|ACTIVO|SAN MARTIN|San Martín|Tarapoto|930170810
SEGMENTO_004|RUC|2099839122|CLIENT_00022|HABIDO|BAJA DE OFICIO|TACNA|Tacna|Tacna|901985111
SEGMENTO_004|RUC|2047601641|CLIENT_00663|HABIDO|ACTIVO|LIMA|Lima|Miraflores|915936998
SEGMENTO_004|RUC|2064786199|CLIENT_00357|HABIDO|ACTIVO|CUSCO|Cusco|Santiago|901380682
SEGMENTO_004|RUC|2002082803|CLIENT_00749|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Callao|940126512
SEGMENTO_004|RUC|2002115898|CLIENT_00928|HABIDO|ACTIVO|LIMA|Lima|Lurigancho|920982798
SEGMENTO_004|RUC|2041506167|CLIENT_00025|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|929752162
SEGMENTO_004|RUC|2082499320|CLIENT_00489|HABIDO|ACTIVO|PASCO|Pasco|Chaupimarca|944641262
SEGMENTO_004|RUC|2057947861|CLIENT_00539|HABIDO|ACTIVO|LIMA|Lima|San Isidro|914630919
SEGMENTO_004|RUC|2083037709|CLIENT_00861|HABIDO|ACTIVO|LIMA|Lima|Lince|920726659
SEGMENTO_004|RUC|2028873503|CLIENT_00053|HABIDO|ACTIVO|CUSCO|Cusco|Cusco|920242037
SEGMENTO_004|RUC|2053362929|CLIENT_00361|HABIDO|ACTIVO|ANCASH|Santa|Chimbote|940782711
SEGMENTO_004|RUC|2013284189|CLIENT_00029|HABIDO|ACTIVO|LIMA|Lima|Cieneguilla|947863281
SEGMENTO_004|RUC|2006444294|CLIENT_00359|HABIDO|ACTIVO|LIMA|Lima|San Juan de Lurigancho|925626016
SEGMENTO_002|RUC|2059931462|CLIENT_00106|HABIDO|ACTIVO|LIMA|Lima|Lurigancho|940618900
SEGMENTO_004|RUC|2005240343|CLIENT_00419|HABIDO|ACTIVO|LIMA|Lima|San Borja|928238839
SEGMENTO_004|RUC|2064019811|CLIENT_00806|HABIDO|ACTIVO|LIMA|Lima|San Borja|915885898
SEGMENTO_004|RUC|2050569390|CLIENT_00944|HABIDO|ACTIVO|LIMA|Lima|San Borja|961225690
SEGMENTO_004|RUC|2008309257|CLIENT_00999|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|940870222
SEGMENTO_004|RUC|2074242971|CLIENT_00479|HABIDO|ACTIVO|LIMA|Lima|San Isidro|961177160
SEGMENTO_004|RUC|2014716920|CLIENT_00769|HABIDO|ACTIVO|LIMA|Lima|Lince|944064433
SEGMENTO_004|RUC|2096452817|CLIENT_00208|HABIDO|BAJA DE OFICIO|PASCO|Pasco|Yanacancha|961098324
SEGMENTO_004|RUC|2009855734|CLIENT_00261|HABIDO|BAJA DE OFICIO|LIMA|Lima|Santiago de Surco|946152925
SEGMENTO_004|RUC|2068100781|CLIENT_00901|HABIDO|ACTIVO|LIMA|Lima|Villa El Salvador|945396604
SEGMENTO_004|RUC|2087856323|CLIENT_00453|HABIDO|ACTIVO|LIMA|Lima|La Victoria|931424502
SEGMENTO_004|RUC|2045832604|CLIENT_00051|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|937123482
SEGMENTO_004|RUC|2004090558|CLIENT_00948|HABIDO|ACTIVO|LIMA|Lima|San Isidro|920074884
SEGMENTO_004|RUC|2023405246|CLIENT_00909|HABIDO|ACTIVO|LIMA|Lima|Jesús María|946120200
SEGMENTO_004|RUC|2081142855|CLIENT_00560|HABIDO|ACTIVO|CUSCO|Cusco|Wanchaq|936787626
SEGMENTO_004|RUC|2082735250|CLIENT_00885|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|945750668
SEGMENTO_004|RUC|2047585517|CLIENT_00754|HABIDO|ACTIVO|LAMBAYEQUE|Chiclayo|Chiclayo|946461602
SEGMENTO_004|RUC|2030808313|CLIENT_00059|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|945555361
SEGMENTO_004|RUC|2095370945|CLIENT_00679|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Bellavista|945160346
SEGMENTO_004|RUC|2061123522|CLIENT_00748|NO HABIDO|BAJA DE OFICIO|PIURA|Paita|Paita|940884897
SEGMENTO_004|RUC|2023740275|CLIENT_00569|HABIDO|ACTIVO|LIMA|Lima|Ate|946011873
SEGMENTO_004|RUC|2001109147|CLIENT_00012|HABIDO|ACTIVO|CUSCO|Cusco|Cusco|946829156
SEGMENTO_004|RUC|2034304441|CLIENT_00500|HABIDO|ACTIVO|LIMA|Lima|Ate|947094563
SEGMENTO_004|RUC|2016641872|CLIENT_00659|HABIDO|ACTIVO|LIMA|Lima|Lima|947348675
SEGMENTO_004|RUC|2033411826|CLIENT_00583|HABIDO|ACTIVO|LIMA|Lima|Villa El Salvador|916983313
SEGMENTO_004|RUC|2055225191|CLIENT_00562|HABIDO|ACTIVO|MOQUEGUA|Mariscal Nieto|Moquegua|914210986
SEGMENTO_004|RUC|2075726195|CLIENT_00525|HABIDO|ACTIVO|AREQUIPA|Arequipa|José Luis Bustamante Y Rivero|916642034
SEGMENTO_004|RUC|2073030272|CLIENT_00502|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|925407696
SEGMENTO_004|RUC|2051349743|CLIENT_00257|HABIDO|ACTIVO|TACNA|Tacna|Tacna|920658779
SEGMENTO_004|RUC|2074789528|CLIENT_00143|HABIDO|ACTIVO|JUNIN|Huancayo|Huancayo|915152477
SEGMENTO_004|RUC|2040613653|CLIENT_00126|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|917735327
SEGMENTO_004|RUC|2057609277|CLIENT_00543|HABIDO|ACTIVO|LIMA|Lima|Los Olivos|946186497
SEGMENTO_004|RUC|2062849793|CLIENT_00574|HABIDO|ACTIVO|LIMA|Lima|El Agustino|910953884
SEGMENTO_004|RUC|2008388940|CLIENT_00121|HABIDO|ACTIVO|LORETO|Maynas|Iquitos|941804457
SEGMENTO_004|RUC|2068306876|CLIENT_00220|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|La Esperanza|942865072
SEGMENTO_004|RUC|2087310649|CLIENT_00784|HABIDO|ACTIVO|LIMA|Lima|Jesús María|916308544
SEGMENTO_004|RUC|2072637617|CLIENT_00752|HABIDO|ACTIVO|AREQUIPA|Arequipa|Paucarpata|930910800
SEGMENTO_004|RUC|2052571507|CLIENT_00076|HABIDO|BAJA DE OFICIO|LA LIBERTAD|Trujillo|Trujillo|920111294
SEGMENTO_004|RUC|2058066767|CLIENT_00743|HABIDO|ACTIVO|LIMA|Lima|San Juan de Miraflores|937176649
SEGMENTO_004|RUC|2042683095|CLIENT_00668|HABIDO|ACTIVO|LIMA|Lima|San Borja|930715581
SEGMENTO_004|RUC|2092036701|CLIENT_00223|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|929472895
SEGMENTO_004|RUC|2003283347|CLIENT_00732|HABIDO|ACTIVO|CUSCO|Cusco|San Sebastian|941987489
SEGMENTO_004|RUC|2024168687|CLIENT_00698|HABIDO|ACTIVO|JUNIN|Huancayo|El Tambo|914583229
SEGMENTO_004|RUC|2059817312|CLIENT_00780|HABIDO|ACTIVO|LIMA|Lima|Chorrillos|945783979
SEGMENTO_004|RUC|2006331375|CLIENT_00278|HABIDO|ACTIVO|LIMA|Lima|San Miguel|940158538
SEGMENTO_004|RUC|2010586766|CLIENT_00495|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|928621331
SEGMENTO_004|RUC|2023967163|CLIENT_00238|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|915191835
SEGMENTO_004|RUC|2092368101|CLIENT_00937|HABIDO|ACTIVO|LIMA|Lima|Barranco|929264535
SEGMENTO_004|RUC|2013961806|CLIENT_00271|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres|941794291
SEGMENTO_004|RUC|2097363595|CLIENT_00716|HABIDO|ACTIVO|LIMA|Lima|Carabayllo|917104162
SEGMENTO_004|RUC|2069114417|CLIENT_00617|HABIDO|ACTIVO|LIMA|Lima|San Isidro|930397026
SEGMENTO_002|RUC|2058059037|CLIENT_00294|HABIDO|ACTIVO|LIMA|Lima|La Molina|915718546
SEGMENTO_004|RUC|2027880355|CLIENT_00141|HABIDO|ACTIVO|LIMA|Lima|Miraflores|937751699
SEGMENTO_004|RUC|2081101271|CLIENT_00815|HABIDO|ACTIVO|LIMA|Lima|San Isidro|941636395
SEGMENTO_004|RUC|2004470530|CLIENT_00006|HABIDO|BAJA DE OFICIO|LIMA|Lima|Jesús María|945044608
SEGMENTO_004|RUC|2082231687|CLIENT_00914|HABIDO|ACTIVO|AREQUIPA|Arequipa|Arequipa|944819267
SEGMENTO_004|RUC|2033150864|CLIENT_00212|HABIDO|ACTIVO|LIMA|Lima|Jesús María|915285892
SEGMENTO_004|RUC|2047042192|CLIENT_00205|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|931490847
SEGMENTO_004|RUC|2060627595|CLIENT_00757|HABIDO|ACTIVO|PIURA|Piura|Piura|945843994
SEGMENTO_004|RUC|2094902246|CLIENT_00008|HABIDO|ACTIVO|CUSCO|Cusco|Wanchaq|931060355
SEGMENTO_004|RUC|2096247949|CLIENT_00334|HABIDO|ACTIVO|LIMA|Lima|Lima|944644639
SEGMENTO_004|RUC|2081485489|CLIENT_00747|HABIDO|ACTIVO|PIURA|Piura|Piura|931991793
SEGMENTO_004|RUC|2012033056|CLIENT_00661|HABIDO|ACTIVO|AREQUIPA|Arequipa|Arequipa|925065261
SEGMENTO_004|RUC|2056212239|CLIENT_00766|HABIDO|ACTIVO|PUNO|San Román|Juliaca|931623983
SEGMENTO_002|RUC|2015652897|CLIENT_00439|NO HABIDO|ACTIVO|UCAYALI|Coronel Portillo|Calleria|961911173
SEGMENTO_004|RUC|2059120527|CLIENT_00870|HABIDO|ACTIVO|LIMA|Lima|San Isidro|946157111
SEGMENTO_004|RUC|2088089421|CLIENT_00726|HABIDO|ACTIVO|LIMA|Lima|Chorrillos|901925226
SEGMENTO_004|RUC|2049903266|CLIENT_00759|HABIDO|ACTIVO|AREQUIPA|Arequipa|Cerro Colorado|940240751
SEGMENTO_004|RUC|2003449498|CLIENT_00973|HABIDO|ACTIVO|LIMA|Lima|Miraflores|915822891
SEGMENTO_004|RUC|2089998824|CLIENT_00610|HABIDO|ACTIVO|LIMA|Lima|Lince|916835317
SEGMENTO_004|RUC|2045052005|CLIENT_00109|HABIDO|ACTIVO|LIMA|Lima|Rímac|915349455
SEGMENTO_004|RUC|2056218495|CLIENT_00461|HABIDO|ACTIVO|JUNIN|Satipo|Satipo|916205205
SEGMENTO_004|RUC|2005835327|CLIENT_00789|HABIDO|ACTIVO|LIMA|Lima|Lima|916674868
SEGMENTO_004|RUC|2065635379|CLIENT_00149|HABIDO|ACTIVO|LIMA|Lima|San Borja|917177275
SEGMENTO_004|RUC|2027996349|CLIENT_00133|HABIDO|ACTIVO|LIMA|Lima|Chorrillos|930086864
SEGMENTO_004|RUC|2045697347|CLIENT_00024|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|937561862
SEGMENTO_004|RUC|2066367927|CLIENT_00527|HABIDO|ACTIVO|LIMA|Lima|Magdalena del Mar|930320559
SEGMENTO_004|RUC|2075689007|CLIENT_00194|HABIDO|ACTIVO|HUANUCO|Huánuco|Huanuco|930140244
SEGMENTO_004|RUC|2036551080|CLIENT_00678|NO HABIDO|BAJA DE OFICIO|PUNO|San Román|Juliaca|920777909
SEGMENTO_004|RUC|2049530478|CLIENT_00538|HABIDO|SUSPENSION TEMPORAL|LIMA|Lima|Santiago de Surco|936818154
SEGMENTO_004|RUC|2092905350|CLIENT_00612|HABIDO|ACTIVO|PIURA|Morropón|Chulucanas|941711378
SEGMENTO_004|RUC|2082156443|CLIENT_00237|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|920724790
SEGMENTO_004|RUC|2031742610|CLIENT_00470|HABIDO|ACTIVO|PIURA|Talara|Pariñas|942150846
SEGMENTO_004|RUC|2002596408|CLIENT_00976|HABIDO|BAJA DE OFICIO|UCAYALI|Coronel Portillo|Calleria|961339324
SEGMENTO_004|RUC|2027296027|CLIENT_00408|HABIDO|ACTIVO|LIMA|Lima|Ancón|940894244
SEGMENTO_004|RUC|2078592081|CLIENT_00864|HABIDO|ACTIVO|LIMA|Lima|San Miguel|942519137
SEGMENTO_004|RUC|2034148976|CLIENT_00370|HABIDO|BAJA DEFINITIVA|LIMA|Lima|San Miguel|929217806
SEGMENTO_004|RUC|2068643068|CLIENT_00119|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|910121819
SEGMENTO_004|RUC|2052573387|CLIENT_00197|HABIDO|ACTIVO|LIMA|Lima|Lima|944365486
SEGMENTO_004|RUC|2007930066|CLIENT_00244|HABIDO|ACTIVO|SAN MARTIN|San Martín|Tarapoto|920261308
SEGMENTO_004|RUC|2008000425|CLIENT_00443|HABIDO|ACTIVO|LIMA|Lima|Breña|942751291
SEGMENTO_004|RUC|2019455714|CLIENT_00324|HABIDO|ACTIVO|LIMA|Lima|Lince|961940805
SEGMENTO_004|RUC|2085048217|CLIENT_00031|HABIDO|SUSPENSION TEMPORAL|LIMA|Lima|Lince|940551474
SEGMENTO_004|RUC|2004375439|CLIENT_00427|HABIDO|ACTIVO|LIMA|Lima|San Borja|930426041
SEGMENTO_004|RUC|2075223983|CLIENT_00843|HABIDO|ACTIVO|AREQUIPA|Arequipa|Cerro Colorado|915888350
SEGMENTO_004|RUC|2014332657|CLIENT_00751|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|901105419
SEGMENTO_004|RUC|2099786996|CLIENT_00380|HABIDO|ACTIVO|LIMA|Lima|San Isidro|920620670
SEGMENTO_004|RUC|2083070874|CLIENT_00459|HABIDO|ACTIVO|PIURA|Piura|Castilla|916065125
SEGMENTO_004|RUC|2021252272|CLIENT_00845|HABIDO|ACTIVO|LIMA|Lima|San Isidro|961407549
SEGMENTO_004|RUC|2045776570|CLIENT_00215|HABIDO|ACTIVO|LIMA|Huaura|Santa María|902274384
SEGMENTO_004|RUC|2020725590|CLIENT_00706|HABIDO|ACTIVO|JUNIN|Huancayo|Huancayo|920980895
SEGMENTO_004|RUC|2014556610|CLIENT_00214|HABIDO|ACTIVO|ANCASH|Huaraz|Huaraz|925756792
SEGMENTO_004|RUC|2063960356|CLIENT_00283|HABIDO|ACTIVO|AREQUIPA|Arequipa|Arequipa|910111365
SEGMENTO_004|RUC|2097086011|CLIENT_00624|HABIDO|ACTIVO|LIMA|Lima|San Isidro|930670241
SEGMENTO_002|RUC|2004755252|CLIENT_00017|HABIDO|ACTIVO|LIMA|Lima|Miraflores|944182035
SEGMENTO_004|RUC|2028628577|CLIENT_00851|HABIDO|ACTIVO|LIMA|Lima|Comas|945913515
SEGMENTO_004|RUC|2056323517|CLIENT_00831|HABIDO|ACTIVO|LIMA|Lima|Miraflores|914325931
SEGMENTO_004|RUC|2093055927|CLIENT_00174|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|La Perla|914040389
SEGMENTO_004|RUC|2031188641|CLIENT_00178|HABIDO|ACTIVO|LIMA|Lima|Surquillo|902032311
SEGMENTO_004|RUC|2064447144|CLIENT_00541|HABIDO|ACTIVO|LIMA|Lima|La Victoria|936251870
SEGMENTO_004|RUC|2024991600|CLIENT_00919|HABIDO|ACTIVO|LIMA|Lima|La Molina|931214786
SEGMENTO_004|RUC|2080922598|CLIENT_00881|HABIDO|ACTIVO|LIMA|Lima|Barranco|930283359
SEGMENTO_004|RUC|2015048988|CLIENT_00520|HABIDO|ACTIVO|AREQUIPA|Arequipa|Miraflores|940336536
SEGMENTO_004|RUC|2060056891|CLIENT_00140|HABIDO|ACTIVO|TUMBES|Tumbes|Tumbes|946081868
SEGMENTO_004|RUC|2070083854|CLIENT_00585|HABIDO|ACTIVO|LIMA|Lima|Miraflores|928430689
SEGMENTO_004|RUC|2025302023|CLIENT_00267|HABIDO|ACTIVO|LIMA|Lima|Ate|920979962
SEGMENTO_004|RUC|2062397864|CLIENT_00410|HABIDO|ACTIVO|LIMA|Lima|Miraflores|936155805
SEGMENTO_004|RUC|2093402197|CLIENT_00225|HABIDO|ACTIVO|LA LIBERTAD|Ascope|Chicama|910023560
SEGMENTO_004|RUC|2061659174|CLIENT_00929|HABIDO|ACTIVO|LIMA|Lima|Barranco|944977159
SEGMENTO_004|RUC|2073797693|CLIENT_00207|HABIDO|ACTIVO|CAJAMARCA|Cajamarca|Cajamarca|936784155
SEGMENTO_004|RUC|2069376951|CLIENT_00700|NO HABIDO|BAJA DE OFICIO|LIMA|Lima|La Molina|936175276
SEGMENTO_004|RUC|2089094497|CLIENT_00230|HABIDO|ACTIVO|LIMA|Lima|Lima|942618862
SEGMENTO_004|RUC|2028337208|CLIENT_00383|HABIDO|ACTIVO|LIMA|Lima|San Miguel|936605622
SEGMENTO_002|RUC|2032318459|CLIENT_00719|HABIDO|ACTIVO|LIMA|Lima|Lima|925294224
SEGMENTO_004|RUC|1033919058|CLIENT_00092|HABIDO|ACTIVO|ICA|Pisco|San Andrés|942713066
SEGMENTO_002|RUC|2052206183|CLIENT_00058|HABIDO|ACTIVO|LIMA|Lima|Miraflores|946978091
SEGMENTO_004|RUC|2070863024|CLIENT_00753|HABIDO|ACTIVO|LIMA|Lima|La Molina|937989685
SEGMENTO_004|RUC|2012809849|CLIENT_00597|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|942595932
SEGMENTO_004|RUC|2094607578|CLIENT_00434|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|928004910
SEGMENTO_004|RUC|2068445567|CLIENT_00718|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|910471016
SEGMENTO_004|RUC|2013743067|CLIENT_00900|HABIDO|SUSPENSION TEMPORAL|ICA|Nasca|Vista Alegre|929625026
SEGMENTO_004|RUC|2090454335|CLIENT_00734|HABIDO|ACTIVO|TACNA|Tacna|Tacna|940546682
SEGMENTO_004|RUC|2059054819|CLIENT_00448|HABIDO|ACTIVO|LIMA|Lima|Chorrillos|930991620
SEGMENTO_004|RUC|2088352056|CLIENT_00309|HABIDO|ACTIVO|LAMBAYEQUE|Chiclayo|José Leonardo Ortiz|937316682
SEGMENTO_004|RUC|2077511265|CLIENT_00056|HABIDO|ACTIVO|LIMA|Lima|Lima|929830516
SEGMENTO_004|RUC|2005026451|CLIENT_00715|HABIDO|ACTIVO|LIMA|Lima|San Isidro|928308586
SEGMENTO_004|RUC|2059135824|CLIENT_00447|HABIDO|ACTIVO|LIMA|Lima|Miraflores|915473118
SEGMENTO_004|RUC|2046751787|CLIENT_00193|HABIDO|ACTIVO|LIMA|Lima|Comas|925509772
SEGMENTO_004|RUC|2040866126|CLIENT_00173|HABIDO|ACTIVO|AREQUIPA|Arequipa|Cerro Colorado|902552778
SEGMENTO_004|RUC|2012793422|CLIENT_00234|HABIDO|ACTIVO|LIMA|Lima|San Borja|936654509
SEGMENTO_004|RUC|1021589348|CLIENT_00084|HABIDO|ACTIVO|JUNIN|Huancayo|Huancayo|946836414
SEGMENTO_004|RUC|2037757541|CLIENT_00199|HABIDO|ACTIVO|LIMA|Lima|Santa Anita|931560436
SEGMENTO_004|RUC|2029599576|CLIENT_00206|HABIDO|ACTIVO|LIMA|Lima|La Victoria|901800755
SEGMENTO_004|RUC|2090223377|CLIENT_00596|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Callao|929619811
SEGMENTO_004|RUC|2009785405|CLIENT_00403|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres|941796377
SEGMENTO_004|RUC|2022589688|CLIENT_00286|HABIDO|ACTIVO|UCAYALI|Coronel Portillo|Calleria|928212155
SEGMENTO_004|RUC|2029457874|CLIENT_00615|HABIDO|ACTIVO|LAMBAYEQUE|Chiclayo|Chiclayo|937620223
SEGMENTO_004|RUC|2037925283|CLIENT_00384|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|916495832
SEGMENTO_004|RUC|2051502270|CLIENT_00832|HABIDO|ACTIVO|ICA|Chincha|Chincha Alta|901503422
SEGMENTO_004|RUC|2044242578|CLIENT_00641|HABIDO|ACTIVO|LIMA|Lima|Surquillo|929673429
SEGMENTO_004|RUC|2050544462|CLIENT_00635|HABIDO|ACTIVO|LIMA|Lima|Jesús María|936491061
SEGMENTO_004|RUC|2042761198|CLIENT_00731|HABIDO|ACTIVO|CAJAMARCA|Cajabamba|Cajabamba|947160530
SEGMENTO_004|RUC|2000121758|CLIENT_00553|HABIDO|ACTIVO|LIMA|Huaura|Huacho|936047667
SEGMENTO_004|RUC|2039660724|CLIENT_00161|HABIDO|ACTIVO|PIURA|Piura|Catacaos|928583508
SEGMENTO_004|RUC|2022677765|CLIENT_00939|HABIDO|ACTIVO|JUNIN|Tarma|Tarma|929359849
SEGMENTO_004|RUC|2007306359|CLIENT_00438|HABIDO|BAJA DE OFICIO|LIMA|Lima|Rímac|942351625
SEGMENTO_004|RUC|2093894628|CLIENT_00356|HABIDO|ACTIVO|LIMA|Lima|Ate|914727861
SEGMENTO_004|RUC|2096010597|CLIENT_00892|HABIDO|ACTIVO|PIURA|Piura|Castilla|946628784
SEGMENTO_002|RUC|2032805428|CLIENT_00508|HABIDO|ACTIVO|LIMA|Lima|La Victoria|942881510
SEGMENTO_004|RUC|2042836144|CLIENT_00920|HABIDO|ACTIVO|LIMA|Lima|Pueblo Libre|916114988
SEGMENTO_004|RUC|2051379016|CLIENT_00444|HABIDO|ACTIVO|LIMA|Lima|Villa El Salvador|920948640
SEGMENTO_002|RUC|2068263724|CLIENT_00962|HABIDO|ACTIVO|LIMA|Lima|San Isidro|961871924
SEGMENTO_004|RUC|2052784539|CLIENT_00712|HABIDO|ACTIVO|LIMA|Lima|Miraflores|946889380
